"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
"66"|"Saving Private Ryan"|"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."|"Action, Drama, War"|"http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@._V1_SX300.jpg"|"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper"|"USA"|"Czech, English, German, French"|"169 min"|1998
"67"|"Legally Blonde"|"When a blonde sorority queen is dumped by her boyfriend, she decides to follow him to law school to get him back and, once there, learns she has more legal savvy than she ever imagined."|"Comedy, Romance"|"http://ia.media-imdb.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_SX300.jpg"|"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis"|"USA"|"English"|"96 min"|2001
"68"|"Tootsie"|"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTcxNTQ0ODE0OV5BMl5BanBnXkFtZTcwNzc1Mjk3OA@@._V1_SX300.jpg"|"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman"|"USA"|"English"|"116 min"|1982
"69"|"Ghostbusters"|"Three former parapsychology professors set up shop as a unique ghost removal service."|"Adventure, Comedy, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_SX300.jpg"|"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis"|"USA"|"English"|"105 min"|1984
"70"|"Harry Potter and the Sorcerer's Stone"|"Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School of Witchcraft and Wizardry."|"Adventure, Family, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTYwNTM5NDkzNV5BMl5BanBnXkFtZTYwODQ4MzY5._V1_SX300.jpg"|"Richard Harris, Maggie Smith, Robbie Coltrane, Saunders Triplets"|"UK, USA"|"English"|"152 min"|2001
"71"|"Eternal Sunshine of the Spotless Mind"|"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with."|"Drama, Romance, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg"|"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood"|"USA"|"English"|"108 min"|2004
"72"|"Pirates of the Caribbean: The Curse of the Black Pearl"|"Blacksmith Will Turner teams up with eccentric pirate \"Captain\" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."|"Action, Adventure, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMjAyNDM4MTc2N15BMl5BanBnXkFtZTYwNDk0Mjc3._V1_SX300.jpg"|"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley"|"USA"|"English"|"143 min"|2003
"73"|"The Story of Us"|"Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTIwODk3ODgzOF5BMl5BanBnXkFtZTcwNDU3NjAyMQ@@._V1_SX300.jpg"|"Bruce Willis, Michelle Pfeiffer, Colleen Rennison, Jake Sandvig"|"USA"|"English, Italian"|"95 min"|1999
"74"|"What Women Want"|"After an accident, a chauvenistic executive gains the ability to hear what women are really thinking."|"Comedy, Fantasy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMjA2MzM0MTUwMF5BMl5BanBnXkFtZTgwMTgzOTgzMTE@._V1_SX300.jpg"|"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda"|"USA"|"English, French"|"127 min"|2000
"75"|"Bad Boys"|"Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida."|"Action, Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTI4Mjc2OTE4MV5BMl5BanBnXkFtZTYwNTE3NDY3._V1_SX300.jpg"|"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union"|"USA"|"English, Spanish"|"147 min"|2003
"76"|"On Golden Pond"|"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BNDg3MTIzMTYxNl5BMl5BanBnXkFtZTcwMjAxNzY0MQ@@._V1_SX300.jpg"|"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon"|"UK, USA"|"English"|"109 min"|1981
"77"|"America's Sweethearts"|"A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage."|"Comedy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTYwOTk4ODQ4M15BMl5BanBnXkFtZTYwMDg2NjA5._V1_SX300.jpg"|"Julia Roberts, Billy Crystal, Catherine Zeta-Jones, John Cusack"|"USA"|"English"|"102 min"|2001
"78"|"Northern Exposure: Season 1"|"N/A"|"Short"|"N/A"|"N/A"|"USA"|"English"|"N/A"|2004
"79"|"The Emperor's New Groove"|"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."|"Animation, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTMxNTY0MzU1MV5BMl5BanBnXkFtZTYwODgwNjQ3._V1_SX300.jpg"|"David Spade, John Goodman, Eartha Kitt, Patrick Warburton"|"USA"|"English"|"78 min"|2000
"80"|"Parenthood"|"The Buckman family is a midwestern family all dealing with their lives: estranged relatives, raising children, pressures of the job, and learning to be a good parent and spouse."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTQ3OTIwNzI2OV5BMl5BanBnXkFtZTgwNjgwNTcxMTE@._V1_SX300.jpg"|"Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards"|"USA"|"English"|"124 min"|1989
"81"|"The Silence of the Lambs"|"A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims."|"Crime, Drama, Horror"|"http://ia.media-imdb.com/images/M/MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@._V1_SX300.jpg"|"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz"|"USA"|"English"|"118 min"|1991
"82"|"The Ladykillers"|"An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady."|"Comedy, Crime, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTYwNjUxMTYzM15BMl5BanBnXkFtZTYwNjgwMjY3._V1_SX300.jpg"|"Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons"|"USA"|"English, Vietnamese"|"104 min"|2004
"83"|"Something's Gotta Give"|"A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTQ0NTExMjk2Nl5BMl5BanBnXkFtZTcwOTQ0NTUyMQ@@._V1_SX300.jpg"|"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand"|"USA"|"French, English"|"128 min"|2003
"84"|"Lethal Weapon 3"|"Martin Riggs and Roger Murtaugh pursue an arms dealer who is a former LAPD officer."|"Action, Crime, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTI3NTc5OTUzOF5BMl5BanBnXkFtZTcwNjI1ODAyMQ@@._V1_SX300.jpg"|"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo"|"USA"|"English"|"118 min"|1992
"85"|"Patch Adams"|"The true story of a heroic man, Hunter Patch Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."|"Biography, Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTM0NjM2Mjg4Ml5BMl5BanBnXkFtZTcwMDAxOTMyMQ@@._V1_SX300.jpg"|"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman"|"USA"|"English"|"115 min"|1998
"86"|"The Sixth Sense"|"A boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist."|"Drama, Mystery, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"|"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams"|"USA"|"English, Latin, Spanish"|"107 min"|1999
"87"|"A Nightmare on Elm Street"|"Several people are hunted by a cruel serial killer who kills his victims in their dreams. While the survivors are trying to find the reason for being chosen, the murderer won't lose any chance to kill them as soon as they fall asleep."|"Horror"|"http://ia.media-imdb.com/images/M/MV5BMTk0NDI3NTEwMV5BMl5BanBnXkFtZTgwNjgwNDgwNzE@._V1_SX300.jpg"|"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss"|"USA"|"English"|"91 min"|1984
"88"|"The Italian Job"|"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally."|"Action, Crime, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTQ4Mjc4NDAwN15BMl5BanBnXkFtZTgwMjgzMzk5MDE@._V1_SX300.jpg"|"Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham"|"USA, France, UK"|"English, Russian, Italian"|"111 min"|2003
"89"|"Steel Magnolias"|"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTkxMDE1MDY3N15BMl5BanBnXkFtZTgwOTAwNjYxMTE@._V1_SX300.jpg"|"Sally Field, Dolly Parton, Shirley MacLaine, Daryl Hannah"|"USA"|"English"|"117 min"|1989
"90"|"Rain Man"|"Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country."|"Adventure, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTQ4NTA1NDU3NV5BMl5BanBnXkFtZTcwODUwMTU2NA@@._V1_SX300.jpg"|"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen"|"USA"|"English, Italian"|"133 min"|1988
"91"|"Erin Brockovich"|"An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply."|"Biography, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjMyMDMzMDg4M15BMl5BanBnXkFtZTgwNDc3ODYxMTE@._V1_SX300.jpg"|"Julia Roberts, David Brisbin, Dawn Didawick, Albert Finney"|"USA"|"English"|"131 min"|2000
"92"|"Bringing Down the House"|"When a lonely guy meets a woman on the internet who happens to be in prison, she breaks out to be with him, and proceeds to wreak havoc on his middle-class life."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTIwNzIyNjc1M15BMl5BanBnXkFtZTYwMzI3Mzg5._V1_SX300.jpg"|"Steve Martin, Queen Latifah, Eugene Levy, Joan Plowright"|"USA"|"English"|"105 min"|2003
"93"|"Out of Africa"|"In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter."|"Biography, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BNjg0ODYyMjk0MV5BMl5BanBnXkFtZTgwNzc2OTgzMTE@._V1_SX300.jpg"|"Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen"|"USA, UK"|"Swahili, English"|"161 min"|1985
"94"|"Under the Tuscan Sun"|"A writer impulsively buys a villa in Tuscany in order to change her life."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTAxMTE4MTIyNTFeQTJeQWpwZ15BbWU2MDUxNDEyNw@@._V1_SX300.jpg"|"Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova"|"USA, Italy"|"German, English, Italian, Polish, French, Spanish"|"113 min"|2003
"95"|"Dave Matthews Band: Listener Supported"|"\"Listener Supported\" documents the September 11, 1999, concert at the Continental Airlines Arena in East Rutherford, New Jersey, given by the Dave Matthews Band. The concert includes such ..."|"Documentary, Music"|"http://ia.media-imdb.com/images/M/MV5BNTkxNjk3NTUyOV5BMl5BanBnXkFtZTcwMjE4ODYyMQ@@._V1_SX300.jpg"|"Carter Beauford, Stefan Lessard, Dave Matthews, LeRoi Moore"|"USA"|"English"|"141 min"|1999
"96"|"The Santa Clause"|"When a man inadvertantly kills Santa on Christmas Eve, he finds himself magically recruited to take his place."|"Comedy, Drama, Family"|"http://ia.media-imdb.com/images/M/MV5BNDY4MjgyNTk3Ml5BMl5BanBnXkFtZTcwMTg1NTUxMQ@@._V1_SX300.jpg"|"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd"|"USA"|"English, Spanish"|"97 min"|1994
"97"|"Rocky"|"Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight the heavy-weight champion, Apollo Creed, in a bout in which he strives to go the distance for his self-respect."|"Drama, Sport"|"http://ia.media-imdb.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg"|"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers"|"USA"|"English"|"120 min"|1976
"98"|"Raising Helen"|"After her sister and brother-in-law die in a car accident, a young woman becomes the guardian of their three children."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMjA5NjEwMTQ0NV5BMl5BanBnXkFtZTYwOTM2MjY2._V1_SX300.jpg"|"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere"|"USA"|"English"|"119 min"|2004
"99"|"Saturday Night Live: The Best of Mike Myers"|"Mike Myers Is a genius at creating original comic characters, and it all started at Saturday Night Live. Party on with Wayne Campbell on Wayne's World, Dieter on Sprockets, Linda Richman on..."|"Documentary, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTU4NTE0NzkzMl5BMl5BanBnXkFtZTcwODc4MDUyMQ@@._V1_SX300.jpg"|"Mike Myers"|"USA"|"English"|"84 min"|1998
"100"|"Mrs. Winterbourne"|"Connie Doyle is eighteen and pregnant when her boyfriend kicks her out. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The ..."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTc1NzQ5MjIxNl5BMl5BanBnXkFtZTcwNTQ1MzIyMQ@@._V1_SX300.jpg"|"Shirley MacLaine, Ricki Lake, Brendan Fraser, Miguel Sandoval"|"USA"|"English"|"105 min"|1996
"101"|"I Am Sam"|"A mentally handicapped man fights for custody of his 7-year-old daughter, and in the process teaches his cold hearted lawyer the value of love and family."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTg4Nzg0MDg4N15BMl5BanBnXkFtZTYwNTAxMzU5._V1_SX300.jpg"|"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest"|"USA"|"English"|"132 min"|2001
"102"|"Pretty Woman"|"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."|"Comedy, Romance"|"http://ia.media-imdb.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg"|"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander"|"USA"|"English"|"119 min"|1990
"103"|"Edward Scissorhands"|"A gentle man, with scissors for hands, is brought into a new community after living in isolation."|"Fantasy, Romance"|"http://ia.media-imdb.com/images/M/MV5BOTE2NDExNjQxMF5BMl5BanBnXkFtZTgwMzQ3NzMxMDE@._V1_SX300.jpg"|"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall"|"USA"|"English"|"105 min"|1990
"104"|"Lawrence of Arabia"|"The story of TE Lawrence, the English officer who successfully united and lead the diverse, often warring, Arab tribes during World War 1 in order to fight the Turks."|"Adventure, Biography, Drama"|"http://ia.media-imdb.com/images/M/MV5BMzAwMjM4NzA2OV5BMl5BanBnXkFtZTcwMDI0NzAwMQ@@._V1_SX300.jpg"|"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins"|"UK"|"English, Arabic, Turkish"|"216 min"|1962
"105"|"Rear Window"|"A wheelchair-bound photographer spies on his neighbours from his apartment window and becomes convinced one of them has committed murder."|"Mystery, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMjAxNDM0NTcyOV5BMl5BanBnXkFtZTgwODE1NjM0MTE@._V1_SX300.jpg"|"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter"|"USA"|"English"|"112 min"|1954
"106"|"The Big Chill"|"A group of seven former college friends gather for a weekend reunion at a South Carolina winter house after the funeral of one of their friends."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTA4MjEyMTk5NzheQTJeQWpwZ15BbWU4MDY1NDA1MTAx._V1_SX300.jpg"|"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt"|"USA"|"English"|"105 min"|1983
"107"|"Racing Stripes"|"An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds."|"Adventure, Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjE0NDA2MTQwM15BMl5BanBnXkFtZTcwMzYxNDcyMQ@@._V1_SX300.jpg"|"Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock"|"USA"|"English"|"102 min"|2005
"108"|"Beverly Hills Cop II"|"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogamil's near-fatal shooting and the series of \"alphabet crimes\" associated with it."|"Action, Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTM3MjA5ODAzOF5BMl5BanBnXkFtZTcwMTEwOTM4OA@@._V1_SX300.jpg"|"Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox"|"USA"|"English"|"100 min"|1987
"109"|"Blood Simple"|"A rich but jealous man hires a private investigator to kill his cheating wife and her new man. But, when blood is involved, nothing is simple."|"Crime, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTU5OTM3OTQ5M15BMl5BanBnXkFtZTYwNzEzMDc5._V1_SX300.jpg"|"John Getz, Frances McDormand, Dan Hedaya, M. Emmet Walsh"|"USA"|"English, Spanish"|"99 min"|1984
"110"|"Driving Miss Daisy"|"An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years."|"Comedy, Drama, Family"|"http://ia.media-imdb.com/images/M/MV5BMTI2Njg4MDM5MF5BMl5BanBnXkFtZTYwMDk4NjM5._V1_SX300.jpg"|"Morgan Freeman, Jessica Tandy, Dan Aykroyd, Patti LuPone"|"USA"|"English, Hebrew"|"99 min"|1989
"111"|"Phenomenon"|"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis."|"Drama, Fantasy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMjAwMDA2NzEyMl5BMl5BanBnXkFtZTgwNTA2MjgxMTE@._V1_SX300.jpg"|"John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall"|"USA"|"English"|"123 min"|1996
"112"|"Silverado"|"A misfit bunch of friends come together to right the injustices which exist in a small town."|"Action, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTQ0MTMwMjY0MV5BMl5BanBnXkFtZTcwODMwMjgyMQ@@._V1_SX300.jpg"|"Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover"|"USA"|"English"|"133 min"|1985
"113"|"O Brother"|"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."|"Adventure, Comedy, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTI3MTEwMTAzMF5BMl5BanBnXkFtZTYwMTMxNTI5._V1_SX300.jpg"|"George Clooney, John Turturro, Tim Blake Nelson, John Goodman"|"UK, France, USA"|"English"|"106 min"|2000
"114"|"Annie Hall"|"Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall."|"Comedy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SX300.jpg"|"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane"|"USA"|"English, German"|"93 min"|1977
"115"|"Catch Me If You Can"|"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor."|"Biography, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg"|"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen"|"USA, Canada"|"French, English"|"141 min"|2002
"116"|"The Royal Tenenbaums"|"An estranged family of former child prodigies reunites when their father announces he is terminally ill."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMjA0MjcwNDgzNl5BMl5BanBnXkFtZTgwNzMwODQxMTE@._V1_SX300.jpg"|"Gene Hackman, Anjelica Huston, Ben Stiller, Gwyneth Paltrow"|"USA"|"English, Italian"|"110 min"|2001
"117"|"Election"|"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president."|"Comedy, Drama"|"http://ia.media-imdb.com/images/M/MV5BMzQxMDcyNzM4M15BMl5BanBnXkFtZTcwNzc1NjIyMQ@@._V1_SX300.jpg"|"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell"|"USA"|"English, Spanish"|"103 min"|1999
